"month","date","money","diff","assets","debt","assets_money_over_debt","debt_over_incomes"
175,"7/2030",-52193.3960242485,-312.53530553442397,0,56582.313437286495,-92.24330511352723,null
176,"8/2030",-52505.93132978292,-312.53530553442397,0,56307.49967404368,-93.2485577120854,null
177,"9/2030",-52818.466635317345,-312.53530553442397,0,56032.50270162532,-94.263979099019,null
178,"10/2030",-53131.00194085177,-312.53530553442397,0,55757.322397892014,-95.28972995098572,null
179,"11/2030",-53443.53724638619,-312.53530553442397,0,55481.958640622885,-96.32597434520959,null
180,"12/2030",-53756.07255192062,-312.53530553442397,0,55206.41130751556,-97.37287984992152,null
181,"1/2031",-54068.60785745504,-312.53530553442397,0,54930.68027618616,-98.43061761770161,null
182,"2/2031",-54381.143162989465,-312.53530553442397,0,54654.76542416925,-99.49936248183258,null
183,"3/2031",-54693.67846852389,-312.53530553442397,0,54378.66662891776,-100.57929305577827,null
184,"4/2031",-55006.21377405831,-312.53530553442397,0,54102.38376780254,-101.6705918359066,null
185,"5/2031",-55318.74907959274,-312.53530553442397,0,53825.91671811343,-102.7734453075779,null
186,"6/2031",-55631.28438512716,-312.53530553442397,0,53549.26535705776,-103.88804405473509,null
187,"7/2031",-55943.819690661585,-312.53530553442397,0,53272.42956176148,-105.01458287312207,null
188,"8/2031",-56256.35499619601,-312.53530553442397,0,52995.40920926821,-106.15326088727983,null
189,"9/2031",-56568.89030173043,-312.53530553442397,0,52718.20417654002,-107.30428167146103,null
190,"10/2031",-56881.42560726486,-312.53530553442397,0,52440.81434045667,-108.46785337462308,null
191,"11/2031",-57193.96091279928,-312.53530553442397,0,52163.23957781597,-109.64418884965646,null
192,"12/2031",-57506.496218333705,-312.53530553442397,0,51885.47976533344,-110.83350578701956,null
193,"1/2032",-57819.03152386813,-312.53530553442397,0,51607.53477964266,-112.0360268529542,null
194,"2/2032",-58131.56682940255,-312.53530553442397,0,51329.404497294614,-113.25197983246905,null
195,"3/2032",-58444.10213493698,-312.53530553442397,0,51051.08879475849,-114.48159777727902,null
196,"4/2032",-58756.6374404714,-312.53530553442397,0,50772.58754842063,-115.72511915890944,null
197,"5/2032",-59069.172746005825,-312.53530553442397,0,50493.900634585196,-116.98278802716837,null
198,"6/2032",-59381.70805154025,-312.53530553442397,0,50215.0279294738,-118.25485417421436,null
199,"7/2032",-59694.24335707467,-312.53530553442397,0,49935.96930922577,-119.54157330444777,null
200,"8/2032",-60006.7786626091,-312.53530553442397,0,49656.72464989753,-120.84320721047179,null
201,"9/2032",-60319.31396814352,-312.53530553442397,0,49377.29382746309,-122.1600239553724,null
202,"10/2032",-60631.849273677944,-312.53530553442397,0,49097.676717813745,-123.49229806158901,null
203,"11/2032",-60944.38457921237,-312.53530553442397,0,48817.87319675787,-124.84031070665293,null
204,"12/2032",-61256.91988474679,-312.53530553442397,0,48537.8831400213,-126.2043499260852,null
205,"1/2033",-61569.455190281216,-312.53530553442397,0,48257.70642324696,-127.58471082376526,null
206,"2/2033",-61881.99049581564,-312.53530553442397,0,47977.34292199467,-128.9816957900904,null
207,"3/2033",-62194.525801350064,-312.53530553442397,0,47696.792511741696,-130.39561472826378,null
208,"4/2033",-62507.06110688449,-312.53530553442397,0,47416.0550678818,-131.82678528907158,null
209,"5/2033",-62819.59641241891,-312.53530553442397,0,47135.13046572605,-133.27553311451572,null
210,"6/2033",-63132.131717953336,-312.53530553442397,0,46854.01858050217,-134.74219209070176,null
211,"7/2033",-63444.66702348776,-312.53530553442397,0,46572.71928735477,-136.22710461038935,null
212,"8/2033",-63757.202329022184,-312.53530553442397,0,46291.232461345244,-137.73062184564134,null
213,"9/2033",-64069.73763455661,-312.53530553442397,0,46009.55797745186,-139.25310403102677,null
214,"10/2033",-64382.27294009103,-312.53530553442397,0,45727.69571056904,-140.79492075786,null
215,"11/2033",-64694.808245625456,-312.53530553442397,0,45445.64553550839,-142.35645127997353,null
216,"12/2033",-65007.34355115988,-312.53530553442397,0,45163.40732699767,-143.9380848315666,null
217,"1/2034",-65319.878856694304,-312.53530553442397,0,44880.98095968128,-145.54022095767974,null
218,"2/2034",-65632.41416222873,-312.53530553442397,0,44598.366308119956,-147.1632698578897,null
219,"3/2034",-65944.94946776314,-312.5353055344167,0,44315.56324679105,-148.80765274384348,null
220,"4/2034",-66257.48477329756,-312.5353055344167,0,44032.57165008787,-150.47380221128952,null
221,"5/2034",-66570.02007883198,-312.5353055344167,0,43749.39139232025,-152.16216262729006,null
222,"6/2034",-66882.5553843664,-312.5353055344167,0,43466.02234771405,-153.87319053334966,null
223,"7/2034",-67195.09068990081,-312.5353055344167,0,43182.4643904115,-155.60735506522232,null
224,"8/2034",-67507.62599543523,-312.5353055344167,0,42898.71739447066,-157.36513839021322,null
225,"9/2034",-67820.16130096964,-312.5353055344167,0,42614.78123386602,-159.1470361628253,null
226,"10/2034",-68132.69660650406,-312.5353055344167,0,42330.65578248748,-160.95355799966387,null
227,"11/2034",-68445.23191203848,-312.5353055344167,0,42046.3409141415,-162.78522797454224,null
228,"12/2034",-68757.7672175729,-312.5353055344167,0,41761.83650254993,-164.6425851348147,null
229,"1/2035",-69070.30252310731,-312.5353055344167,0,41477.142421350494,-166.52618403999102,null
230,"2/2035",-69382.83782864173,-312.5353055344167,0,41192.25854409697,-168.43659532377012,null
231,"3/2035",-69695.37313417614,-312.5353055344167,0,40907.184744258724,-170.37440628069083,null
232,"4/2035",-70007.90843971056,-312.5353055344167,0,40621.92089522053,-172.34022147866352,null
233,"5/2035",-70320.44374524498,-312.5353055344167,0,40336.46687028295,-174.33466339872245,null
234,"6/2035",-70632.9790507794,-312.5353055344167,0,40050.82254266208,-176.3583731034269,null
235,"7/2035",-70945.51435631381,-312.5353055344167,0,39764.987785489546,-178.4120109354144,null
236,"8/2035",-71258.04966184823,-312.5353055344167,0,39478.96247181212,-180.49625724770831,null
237,"9/2035",-71570.58496738265,-312.5353055344167,0,39192.746474592335,-182.61181316746976,null
238,"10/2035",-71883.12027291706,-312.5353055344167,0,38906.339666707594,-184.75940139500688,null
239,"11/2035",-72195.65557845148,-312.5353055344167,0,38619.74192095101,-186.93976703993897,null
240,"12/2035",-72508.1908839859,-312.5353055344167,0,38332.95311003064,-189.15367849656374,null
241,"1/2036",-72820.72618952031,-312.5353055344167,0,38045.97310656959,-191.40192836057594,null
242,"2/2036",-73133.26149505473,-312.5353055344167,0,37758.80178310625,-193.6853343894388,null
243,"3/2036",-73445.79680058915,-312.5353055344167,0,37471.439012094015,-196.0047405088561,null
244,"4/2036",-73758.33210612356,-312.5353055344167,0,37183.88466590096,-198.3610178679442,null
245,"5/2036",-74070.86741165798,-312.5353055344167,0,36896.138616810524,-200.75506594587108,null
246,"6/2036",-74383.4027171924,-312.5353055344167,0,36608.20073702067,-203.1878137129283,null
247,"7/2036",-74695.93802272681,-312.5353055344167,0,36320.07089864443,-205.66022084916878,null
248,"8/2036",-75008.47332826123,-312.5353055344167,0,36031.74897370898,-208.17327902398551,null
249,"9/2036",-75321.00863379565,-312.5353055344167,0,35743.23483415713,-210.72801324019227,null
250,"10/2036",-75633.54393933006,-312.5353055344167,0,35454.52835184552,-213.3254832464669,null
251,"11/2036",-75946.07924486448,-312.5353055344167,0,35165.62939854573,-215.96678502221042,null
252,"12/2036",-76258.6145503989,-312.5353055344167,0,34876.53784594371,-218.65305233921922,null
253,"1/2037",-76571.14985593331,-312.5353055344167,0,34587.25356563994,-221.38545840483118,null
254,"2/2037",-76883.68516146773,-312.5353055344167,0,34297.77642914929,-224.16521759155543,null
255,"3/2037",-77196.22046700215,-312.5353055344167,0,34008.1063079011,-226.99358725853887,null
256,"4/2037",-77508.75577253656,-312.5353055344167,0,33718.24307323871,-229.87186967061533,null
257,"5/2037",-77821.29107807098,-312.5353055344167,0,33428.186596419786,-232.8014140210817,null
258,"6/2037",-78133.8263836054,-312.5353055344167,0,33137.936748616274,-235.78361856480998,null
259,"7/2037",-78446.36168913981,-312.5353055344167,0,32847.493400914376,-238.81993286877744,null
260,"8/2037",-78758.89699467423,-312.5353055344167,0,32556.856424313948,-241.91186018763133,null
261,"9/2037",-79071.43230020865,-312.5353055344167,0,32266.02568972912,-245.06095997245353,null
262,"10/2037",-79383.96760574306,-312.5353055344167,0,31975.00106798782,-248.26885052153864,null
263,"11/2037",-79696.50291127748,-312.5353055344167,0,31683.78242983208,-251.5372117826396,null
264,"12/2037",-80009.0382168119,-312.5353055344167,0,31392.369645917617,-254.86778831688665,null
265,"1/2038",-80321.57352234631,-312.5353055344167,0,31100.76258681389,-258.2623924353581,null
266,"2/2038",-80634.10882788073,-312.5353055344167,0,30808.961123004035,-261.7229075201562,null
267,"3/2038",-80946.64413341515,-312.5353055344167,0,30516.965124884984,-265.2512915427734,null
268,"4/2038",-81259.17943894956,-312.5353055344167,0,30224.774462767175,-268.84958079356346,null
269,"5/2038",-81571.71474448398,-312.5353055344167,0,29932.389006874637,-272.5198938372384,null
270,"6/2038",-81884.2500500184,-312.5353055344167,0,29639.8086273448,-276.26443571054114,null
271,"7/2038",-82196.78535555281,-312.5353055344167,0,29347.033194228792,-280.0855023795629,null
272,"8/2038",-82509.32066108723,-312.5353055344167,0,29054.062577490466,-283.98548547565616,null
273,"9/2038",-82821.85596662165,-312.5353055344167,0,28760.89664700784,-287.96687733043285,null
274,"10/2038",-83134.39127215606,-312.5353055344167,0,28467.535272571447,-292.0322763321779,null
275,"11/2038",-83446.92657769048,-312.5353055344167,0,28173.978323885418,-296.1843926278086,null
276,"12/2038",-83759.4618832249,-312.5353055344167,0,27880.225670566957,-300.42605419671844,null
277,"1/2039",-84071.99718875931,-312.5353055344167,0,27586.277182146365,-304.76021332508793,null
278,"2/2039",-84384.53249429373,-312.5353055344167,0,27292.1327280667,-309.1899535118203,null
279,"3/2039",-84697.06779982815,-312.5353055344167,0,26997.79217768441,-313.71849684003524,null
280,"4/2039",-85009.60310536256,-312.5353055344167,0,26703.255400268405,-318.3492118511816,null
281,"5/2039",-85322.13841089698,-312.5353055344167,0,26408.52226500094,-323.0856219621721,null
282,"6/2039",-85634.6737164314,-312.5353055344167,0,26113.592640976505,-327.9314144697829,null
283,"7/2039",-85947.20902196581,-312.5353055344167,0,25818.46639720284,-332.8904501906329,null
284,"8/2039",-86259.74432750023,-312.5353055344167,0,25523.143402599868,-337.96677378975795,null
285,"9/2039",-86572.27963303465,-312.5353055344167,0,25227.623526000552,-343.1646248558052,null
286,"10/2039",-86884.81493856906,-312.5353055344167,0,24931.906636150154,-348.4884497866278,null
287,"11/2039",-87197.35024410348,-312.5353055344167,0,24635.99260170664,-353.9429145552794,null
288,"12/2039",-87509.8855496379,-312.5353055344167,0,24339.88129124003,-359.5329184334719,null
289,"1/2040",-87822.42085517231,-312.5353055344167,0,24043.572573233207,-365.2636087573012,null
290,"2/2040",-88134.95616070673,-312.5353055344167,0,23747.06631608084,-371.1403968288253,null
291,"3/2040",-88447.49146624115,-312.5353055344167,0,23450.362388090616,-377.168975056691,null
292,"4/2040",-88760.02677177556,-312.5353055344167,0,23153.460657481595,-383.35533545001385,null
293,"5/2040",-89072.56207730998,-312.5353055344167,0,22856.360992385555,-389.70578959171985,null
294,"6/2040",-89385.0973828444,-312.5353055344167,0,22559.063260846095,-396.22699023138404,null
295,"7/2040",-89697.63268837881,-312.5353055344167,0,22261.56733081897,-402.9259546528029,null
296,"8/2040",-90010.16799391323,-312.5353055344167,0,21963.873070171856,-409.8100899888735,null
297,"9/2040",-90322.70329944765,-312.5353055344167,0,21665.980346684217,-416.8872206757573,null
