"month","date","money","diff","assets","debt","assets_money_over_debt","debt_over_incomes"
299,"11/2040",486845,1953,135217.26867453297,19423.74905763102,3202.586003499376,10.721317348216903
300,"12/2040",485949,-896,135215.36939630756,19118.044464979535,3249.099930351964,10.721317348216903
301,"1/2041",487902,1953,135213.4867208335,18812.085118500836,3312.31483801882,10.721317348216903
302,"2/2041",489856,1954,135211.62050297597,18505.870805900046,3377.6720212684713,10.721317348216903
303,"3/2041",491809,1953,135209.77059886893,18199.40131470541,3445.2714117152177,10.721317348216903
304,"4/2041",493762,1953,135207.93686590387,17892.67643226811,3515.236746424384,10.721317348216903
305,"5/2041",495716,1954,135206.119162719,17585.69594576217,3587.7006011511285,10.721317348216903
306,"6/2041",497669,1953,135204.3173491882,17278.45964218406,3662.787832105563,10.721317348216903
307,"7/2041",499622,1953,135202.5312864103,16970.967308353098,3740.6502514087697,10.721317348216903
308,"8/2041",501576,1954,135200.76083669835,16663.218730910452,3821.4511321001296,10.721317348216903
309,"9/2041",503529,1953,135199.00586356898,16355.21369631995,3905.3479686865094,10.721317348216903
310,"10/2041",505482,1953,135197.26623173198,16046.951990867372,3992.5293388822674,10.721317348216903
311,"11/2041",507436,1954,135195.54180707966,15738.433400660271,4083.198914703413,10.721317348216903
312,"12/2041",506539,-897,135193.8324566768,15429.65771162795,4159.08663983557,10.721317348216903
313,"1/2042",508492,1953,135192.13804875014,15120.624709521442,4256.994339945642,10.721317348216903
314,"2/2042",510446,1954,135190.45845267837,14811.334179913145,4359.070226963609,10.721317348216903
315,"3/2042",512399,1953,135188.79353898202,14501.785908196887,4465.572706965313,10.721317348216903
316,"4/2042",514353,1954,135187.14317931348,14191.979679587515,4576.811395196362,10.721317348216903
317,"5/2042",516306,1953,135185.5072464471,13881.91527912097,4693.095254848009,10.721317348216903
318,"6/2042",518259,1953,135183.88561426938,13571.592491654032,4814.784160488975,10.721317348216903
319,"7/2042",520213,1954,135182.27815776927,13261.01110186428,4942.2722982686555,10.721317348216903
320,"8/2042",522166,1953,135180.6847530285,12950.170894249532,5075.969190838404,10.721317348216903
321,"9/2042",524119,1953,135179.1052772121,12639.071653128573,5216.349138380071,10.721317348216903
322,"10/2042",526073,1954,135177.53960855879,12327.71316263996,5363.935150701973,10.721317348216903
323,"11/2042",528026,1953,135175.9876263717,12016.095206742619,5519.280400293664,10.721317348216903
324,"12/2042",527129,-897,135174.4492110091,11704.217569215412,5658.673425150677,10.721317348216903
325,"1/2043",529083,1954,135172.92424387514,11392.080033656886,5830.85724715232,10.721317348216903
326,"2/2043",531036,1953,135171.41260741054,11079.682383485402,6012.874643414081,10.721317348216903
327,"3/2043",532990,1954,135169.91418508382,10767.024401938745,6205.613447525695,10.721317348216903
328,"4/2043",534943,1953,135168.42886138213,10454.105872074166,6410.0310161525795,10.721317348216903
329,"5/2043",536896,1953,135166.95652180238,10140.926576768003,6627.234221983632,10.721317348216903
330,"6/2043",538850,1954,135165.49705284243,9827.48629871572,6858.473027237132,10.721317348216903
331,"7/2043",540803,1953,135164.05034199235,9513.784820431818,7105.132847763012,10.721317348216903
332,"8/2043",542756,1953,135162.61627772567,9199.821924249283,7368.823243098204,10.721317348216903
333,"9/2043",544710,1954,135161.19474949088,8885.597392319973,7651.384197725628,10.721317348216903
334,"10/2043",546663,1953,135159.7856477029,8571.11100661401,7954.893888570167,10.721317348216903
335,"11/2043",548616,1953,135158.38886373452,8256.362548920044,8281.787346573998,10.721317348216903
336,"12/2043",547720,-896,135157.00428990822,7941.351800844565,8599.002051732352,10.721317348216903
337,"1/2044",549673,1953,135155.6318194876,7626.0785438124185,8980.088886904237,10.721317348216903
338,"2/2044",551626,1953,135154.27134666947,7310.542559066033,9394.381686417673,10.721317348216903
339,"3/2044",553580,1954,135152.92276657544,6994.743627665805,9846.435544005926,10.721317348216903
340,"4/2044",555533,1953,135151.5859752439,6678.681530489246,10341.630796769672,10.721317348216903
341,"5/2044",557487,1954,135150.26086962214,6362.356048231791,10886.490092960421,10.721317348216903
342,"6/2044",559440,1953,135148.9473475582,6045.7669614057695,11488.847515651703,10.721317348216903
343,"7/2044",561393,1953,135147.6453077931,5728.914050340761,12158.336452374639,10.721317348216903
344,"8/2044",563347,1954,135146.3546499531,5411.797095183189,12906.865175556053,10.721317348216903
345,"9/2044",565300,1953,135145.0752745418,5094.4158758962985,13749.271601257078,10.721317348216903
346,"10/2044",567253,1953,135143.80708293262,4776.770172259968,14704.429598935829,10.721317348216903
347,"11/2044",569207,1954,135142.54997736108,4458.859763870676,15796.629346466028,10.721317348216903
348,"12/2044",568310,-897,135141.3038609174,4140.684430141029,16988.768782772426,10.721317348216903
349,"1/2045",570263,1953,135140.06863753885,3822.2439502999305,18455.20793046676,10.721317348216903
350,"2/2045",572217,1954,135138.84421200253,3503.5381033923236,20189.757420565817,10.721317348216903
351,"3/2045",574170,1953,135137.6304899179,3184.566668279022,22273.28564213216,10.721317348216903
352,"4/2045",576124,1954,135136.42737771952,2865.3294236363217,24822.98968874147,10.721317348216903
353,"5/2045",578077,1953,135135.23478265994,2545.826147956475,28014.96226893391,10.721317348216903
354,"6/2045",580030,1953,135134.0526128024,2226.0566195468746,32126.94800001887,10.721317348216903
355,"7/2045",581984,1954,135132.8807770138,1906.020616530353,37623.773560352456,10.721317348216903
356,"8/2045",583937,1953,135131.7191849578,1585.7179168445853,45346.57214543115,10.721317348216903
357,"9/2045",585890,1953,135130.56774708763,1265.1482982424286,56990.9921823983,10.721317348216903
358,"10/2045",587844,1954,135129.42637463936,944.3115382914107,76560.9014671949,10.721317348216903
359,"11/2045",589797,1953,135128.29497962497,623.207414373814,116321.67369318206,10.721317348216903
360,"12/2045",588900,-897,,,null,10.721317348216903
